"borough","time","ward01","ward11","ward","p.inc.supp01","nonwhite11","all.dwell01","low.dwell01","med.dwell01","hig.dwell01","med.income01","avg.income01","unemp01","youth.unemp01","price01","sales01","dens01","crime01","crime02","crime03","crime04","crime05","crime06","viol01","viol05","white01","black01","asian01","hholds01","council01","private01","block01","over.council01","over.private01","ownbath01","noheat01","hholds11","council11","private11","white.council01","asian.council01","black.council01","p.white.council01","p.asian.council01","p.black.council01","p.nonwhite.council01","votes.con06","votes.lab06","votes.ld06","total06","turnout06","votes.lab02","votes.ld02","votes.con02","turnout02","total02","votes.con10","votes.lab10","votes.ld10","total10","turnout10","lcrime01","lviol01","perc.lab10","perc.lab06","perc.lab02","dcouncil","rcouncil","cand_vote_order06","allvote06","lab06","pc_lab06","con06","pc_con06","ld06","pc_ld06","gr06","pc_gr06","res06","pc_res06","bnp06","pc_bnp06","ukip06","pc_ukip06","elected06","seats06","labseats06","pc_labseats06","ldseats06","pc_ldseats06","conseats06","pc_conseats06","grseats06","pc_grseats06","resseats06","pc_resseats06","bnpseats06","pc_bnpseats06","ukipseats06","pc_ukipseats06","num_cand06","log_medincome01","log_avgincome01","log_sales01","log_price01","log_hholds01","log_hholds11","log_dens01","lab.borough02","lab.borough06","pc_ld02","pc_con02","pc_lab02","avg.crime"
"Croydon","10","00AHGP","E05000155","Heathfield",3.58490566037736,0.246121244229168,5526,12.03402099,70.55736518,17.40861383,28040,33830,3.458254956,4.327666151,130500,228,1522.988506,84.56547978,105.6886001,92.83338373,111.6384181,89.19202518,92.83338373,12.2208811100446,16.3393794027227,0.864398988738221,0.0421359074542251,0.0578411093235272,5553,7.05924725373672,6.50099045560958,41.6879795396419,0.954439041959301,1.11651359625428,99.2307692307692,0.769230769230769,5448,6.20411160058737,13.7114537444934,327,20,38,46.3222193877551,2.83316326530612,5.38301020408163,53.6777806122449,8761,2001,1183,12356,44.6618675859272,2785,NA,7048,36.0704687966557,10121,11547,3817,1582,19165,70.6278470984353,4.4375261429155,2.50314605507572,0.1991651447952,0.161945613467141,0.275170437703784,-0.855135653149348,-12.1136945967814,1,4902,761,0.210183896805593,3076,0.62749898,654,0.13341494,0,0,0,0,0,0,411,0.083843328,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.241387,10.429103,5.4293456,11.779128,8.6220932,8.6030035,7.3284297,1,0,NA,0.657434794299543,0.265125033611186,98.437162168
"Croydon","11","00AHGQ","E05000156","Kenley",4.29090909090909,0.232126152612589,5483,3.264636148,62.57523254,34.16013131,31360,38390,3.502397907,4.128819158,150500,356,2115.384615,51.49090909,41.66967574,43.06082969,50.82106455,43.14437308,40.83484574,8.79999999984463,8.23792236802589,0.873049907578558,0.0311275415896488,0.0539741219963031,5396,5.52260934025204,7.02372127501853,34.5514950166113,0.889547813194959,1.42698295033358,100,2.35690235690236,5881,5.05016153715355,12.1237884713484,260,6,21,47.0791946308725,1.08644295302013,3.80255033557047,52.9208053691275,7684,867,1407,10687,41.6976988446481,1487,1769,6655,33.2294507206856,9911,12064,3207,4498,21228,67.7557725654833,3.94140526956348,2.17475172146651,0.151074053137366,0.081126602414148,0.150035314297245,-0.472447803098492,-8.55479310577002,1,4578,461,0.126893420775587,2631,0.57470512,757,0.16535605,729,0.15923984,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,8,10.353289,10.555552,5.8749309,11.921719,8.5934134,8.6794825,7.656992,1,0,0.187590605972746,0.65932154247608,0.153087851551174,43.90615776
"Croydon","12","00AHGR","E05000157","New Addington",10.3333333333333,0.237200259235256,3990,23.93483709,75.98997494,0.07518797,19590,23470,6.977288691,7.84856879,109950,81,4375,87.03932959,78.83225561,96.67014515,95.66446748,88.80994671,84.59441677,18.8553471103063,22.9971019901684,0.886291179596174,0.0581586320162303,0.0203845039126654,3932,30.7731434384537,2.77212614445575,49.5458298926507,4.88301119023398,0.8646998982706,99.7518610421836,4.46650124069479,4009,30.8306310800698,7.65777001746071,1072,15,95,34.8355702479339,0.487438016528926,3.08710743801653,65.1644297520661,2086,2613,139,5866,44.8457904973604,1968,261,1611,28.4899095337509,3840,2709,2696,566,7649,57.170677423842,4.4663600807572,2.93679653999758,0.35246437442803,0.445448346403,0.5125,0.0574876416161274,0.186811080028606,1,3569,1356,0.451144468799598,1046,0.29307929,139,0.038946483,0,0,0,0,772,0.21630709,256,0.071728773,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9.8827744,10.063478,4.3944492,11.607781,8.2769032,8.2962971,8.3836622,1,0,0.0683073832245103,0.409342039176293,0.522350577599196,88.914246344
"Croydon","13","00AHGS","E05000158","Norbury",6.61921708185053,0.623270211216315,5604,7.316202712,72.87651677,19.80728051,27330,32890,6.075874333,5.050505051,161000,351,5620,96.68685429,96.5952966,81.13337941,84.47937132,80.03448047,93.16402395,17.171357320479,17.173927457937,0.516362583260933,0.191789748045178,0.230089777005502,5479,9.8375615988319,12.2467603577295,18.1818181818182,1.8799050921701,3.43128308085417,97.5746268656716,4.47761194029851,6055,9.2485549132948,23.5838150289017,378,46,95,38.4241558441558,4.67595547309833,9.65686456400742,61.5758441558442,4987,7195,553,13246,43.5780652213518,6628,NA,5903,43.0580462482303,13183,6350,10803,1480,19909,61.7188837527821,4.57147744999166,2.84324272364744,0.54261891606811,0.543182847652121,0.502768717287416,-0.589006685537107,-5.98732398897553,1,5249,2434,0.460918735650407,1751,0.33358735,553,0.1053534,511,0.097351879,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10.21574,10.400924,5.8607864,11.98916,8.6086779,8.7086401,8.6340866,1,0,NA,0.409349593495935,0.458130081300813,87.08131035
"Croydon","14","00AHGT","E05000159","Purley",4.43181818181818,0.315944410214281,5112,4.029733959,54.47965571,41.47104851,31310,38320,3.516681695,3.433476395,165000,355,3142.857143,97.72382398,97.23997894,86.69099575,85.12044653,78.23571945,75.33554625,11.6843702584783,13.7382501806839,0.806970303123557,0.0492383443606709,0.0896291737190337,5183,4.07100135056917,8.45070422535211,61.6822429906542,0.848929191587883,1.79432760949257,97.2222222222222,1.38888888888889,5696,2.58075842696629,18.1530898876405,169,15,23,41.5131279620853,3.6845971563981,5.64971563981043,58.4868720379147,7887,1723,1456,11945,40.9310107272906,1991,1824,6140,34.8955163319132,9955,9975,3784,4452,19946,68.0104761013937,4.58214537763373,2.45825207338306,0.189712223002106,0.144244453746337,0.2,-1.49024292360288,-36.6062989243304,1,5133,700,0.168505641051103,2768,0.5392558,786,0.15312682,599,0.11669589,0,0,0,0,280,0.054548997,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,10.351693,10.553727,5.872118,12.0137,8.5531397,8.6475191,8.0528879,1,0,0.189895470383275,0.609465737514518,0.200638792102207,84.524537384
"Croydon","15","00AHGU","E05000160","Sanderstead",2.4390243902439,0.194646630664475,4798,1.042100875,56.85702376,42.10087536,32520,40040,2.540336423,3.835091083,210000,265,1952.380952,50.74989866,46.19367365,39.36118729,47.56185443,37.46031746,32.6953748,5.7559789215016,7.30158730152542,0.892560624743115,0.0220304151253596,0.0489930127414714,4770,6.16352201257862,3.54297693920335,22.972972972973,1.11111111111111,0.461215932914046,89.4557823129252,2.04081632653061,4869,5.40151981926474,7.12672006572191,275,3,12,44.6173469387755,0.486734693877551,1.9469387755102,55.3826530612245,10484,1191,1132,13145,48.6391389837525,1565,1592,8215,44.2009902033077,11372,12703,2661,3662,20703,72.3938223938224,3.92690962107261,1.75023912701383,0.128532096797566,0.0906047926968429,0.137618712627506,-0.76200219331388,-12.3630968098885,1,4904,429,0.112147446312102,3567,0.72736543,570,0.11623165,0,0,0,0,0,0,338,0.068923324,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.38961,10.597634,5.57973,12.254863,8.4701014,8.4906435,7.5768051,1,0,0.150573248407643,0.712611464968153,0.136815286624204,40.654481526
"Croydon","16","00AHGW","E05000161","Selhurst",10.3030303030303,0.656493614198043,6720,30.13392857,68.4375,1.428571429,22350,26650,8.037156704,11.62097735,92000,390,6456.521739,146.0863698,148.2192506,139.7235382,124.1208896,119.0314411,120.2075702,25.9109311793072,33.0471307672548,0.530189843053937,0.259543554245768,0.144404084709753,6738,14.9450875630751,17.4087266251113,63.5014836795252,3.62125259720985,5.69902048085485,99.7017892644135,2.68389662027833,7462,14.0176896274457,29.2414902171,617,90,252,41.2844687189672,6.02204568023833,16.8617279046673,58.7155312810328,2660,4701,570,8519,31.3870747636222,4861,1034,1695,25.1918397903799,7590,3933,10032,1150,16754,54.5196989818504,4.98419802077003,3.25466493292117,0.598782380327086,0.551825331611692,0.640447957839262,-0.92739793562937,-6.20536970235422,1,3716,1652,0.540326565111363,906,0.24381055,570,0.15339074,588,0.15823466,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10.014582,10.190544,5.9661469,11.429543,8.8155184,8.9175787,8.7728462,1,0,0.138542846357116,0.225368063420159,0.636089090222726,130.26053794
"Croydon","17","00AHGX","E05000162","Selsdon and Ballards",1.70124481327801,0.197115794863043,4536,0.551146384,67.26190476,32.18694885,32460,39950,2.425524988,2.976669348,179500,256,1882.8125,44.17737257,37.77666833,32.55153994,33.93363348,42.16216216,31.70198453,4.144218815197,6.07068607037475,0.885596430675983,0.0219715464264669,0.0615371664281505,4469,1.36495860371448,2.97605728350861,40.6779661016949,0.0671291116580891,0.469903781606623,100,5,4471,1.02885260568106,6.30731380004473,49,0,5,35.8985245901639,0,3.66311475409836,64.1014754098361,9968,1359,1276,13019,50.4436130411545,1782,1174,7862,40.8968994743053,10818,12500,2638,4190,20556,73.8788767812238,3.78821272519589,1.42171430645819,0.128332360381397,0.104385897534373,0.164725457570715,-0.336105998033422,-24.6238968067436,1,4998,535,0.132395008369011,3396,0.67947179,651,0.13025211,0,0,0,0,0,0,416,0.083233297,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.387764,10.595384,5.5451775,12.097931,8.4049196,8.4053679,7.5405221,1,0,0.156218144750255,0.686034658511723,0.157747196738022,35.625197688
"Croydon","18","00AHGY","E05000163","Shirley",4.59363957597173,0.309037493005036,5593,4.398355087,74.41444663,21.18719828,27790,33490,4.717266405,5.24137931,139500,174,5053.571429,58.5496614,64.07904023,57.42099323,53.4999649,58.4705554,49.06509208,11.8510158014458,14.3734300863962,0.822149091429389,0.0664615824867649,0.070396337101159,5698,11.9340119340119,3.43980343980344,81.0294117647059,3.26430326430326,0.85995085995086,99.5568685376662,2.21565731166913,5586,12.8177586824203,6.58789831722163,467,50,133,39.1318529411765,4.18970588235294,11.1446176470588,60.8681470588235,9082,2564,603,13922,48.109767798887,3683,1268,6390,38.5842761821874,11341,11227,5122,1200,20925,72.5426255473772,4.06987530693563,2.47241358554824,0.244778972520908,0.184168941244074,0.32475090380037,0.883746748408401,7.40527790063392,1,6442,896,0.230845565712227,3270,0.50760633,603,0.093604468,590,0.091586463,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.232431,10.419003,5.1590552,11.845819,8.6478701,8.6280184,8.5278502,1,0,0.107614700936824,0.569781407638722,0.322603891424454,56.507129168
"Croydon","19","00AHGZ","E05000164","South Norwood",8.51851851851852,0.523005206441458,7293,31.5782257,64.4864939,3.921568627,24520,29290,6.746895404,5.414746544,90750,456,6187.5,109.312833,120.1817089,106.2028832,104.6731408,88.69933299,85.78556807,24.0744487236274,24.628014365987,0.648869088416724,0.211309115832762,0.0799862919808088,7190,9.48539638386648,16.8706536856745,83.2599118942731,2.68428372739917,6.42559109874826,100,7.62463343108504,7724,9.96892801657173,28.9228379078198,349,55,244,36.7934017595308,5.79838709677419,25.7237536656891,63.2065982404692,4464,4270,1300,10984,37.2437569884458,4437,1361,2789,29.0735400144196,9191,5116,9645,2514,19132,62.5464768296001,4.69421379908636,3.18115105913032,0.504129207610286,0.388747268754552,0.482754868893483,0.483531632705244,5.09764287265499,1,4796,1492,0.383068700319457,1670,0.34820685,684,0.14261885,717,0.14949958,0,0,0,0,233,0.048582152,1,3,1,0.33333334,0,0,2,0.66666669,0,0,0,0,0,0,0,0,10,10.107244,10.285002,6.1224928,11.415864,8.8804464,8.9520874,8.7302866,1,0,0.135588320323793,0.292281006071119,0.455044810638913,101.108526792
"Croydon","20","00AHHA","E05000165","Thornton Heath",8.1,0.671261865892738,6500,24.98461538,73.58461538,1.415384615,24300,29010,6.557815846,6.907682376,117000,298,8823.529412,103.1677226,111.5666953,102.8110871,96.97439876,98.38257769,100.3942014,17.805935316225,25.3438614372945,0.504599567099567,0.321022727272727,0.112621753246753,6365,9.88216810683425,14.8625294579733,60.16,1.6496465043205,4.88609583660644,99.0445859872611,3.34394904458599,6571,9.60280018262061,24.0754831836859,379,76,149,38.3519077901431,7.6906200317965,15.0776629570747,61.6480922098569,2511,4492,2154,9565,31.547619047619,5201,1083,2110,28.4,8801,4021,7428,1499,16519,58.4886877828054,4.63635603862226,2.87953184644944,0.449664023245959,0.469628855201255,0.590955573230315,-0.279367924213643,-2.82699020289322,1,3773,1644,0.501634728557419,902,0.23906706,819,0.21706864,408,0.10813676,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10.098231,10.275396,5.6970935,11.66993,8.7585697,8.7904215,9.0851774,1,0,0.118949699462196,0.239481176842771,0.567541917114837,102.02579205
"Croydon","21","00AHHB","E05000166","Upper Norwood",7.77777777777778,0.512622808108444,6339,23.85234264,67.40810853,8.739548825,25310,30280,6.941160106,5.810200129,122500,305,5538.461538,120.3195554,113.3814929,108.7962963,97.06198014,92.25287053,84.95097717,19.2427926361432,21.974396199206,0.623396758280479,0.179210711768851,0.137491190979563,6058,12.9250577748432,10.7296137339056,48.786717752235,2.60812149224166,3.9121822383625,100,2.56410256410256,6497,11.4360474064953,21.902416499923,489,56,207,37.8334865900383,4.33266922094508,16.0154022988506,62.1665134099617,4705,4659,NA,11537,37.9064381658175,5787,832,3593,34.5998307156964,10441,5447,10143,1484,19139,63.1993554739952,4.79015116504843,2.95713658211338,0.52996499294634,0.403831151945913,0.554257255052198,-1.48901036834788,-11.5203382010874,1,4204,1637,0.450521394276569,1650,0.39248335,0,0,732,0.17411989,0,0,0,0,185,0.044005711,1,3,1,0.33333334,0,0,2,0.66666669,0,0,0,0,0,0,0,0,10,10.138955,10.318243,5.7203116,11.715866,8.7091351,8.7790956,8.6194715,1,0,0.110627400768246,0.319078104993598,0.511651728553137,99.288723408
"Croydon","22","00AHHC","E05000167","Waddon",8.93382352941176,0.445745739884055,6366,13.88627081,81.03989947,5.058121269,25020,29920,5.327928189,4.583333333,115500,328,3777.777778,113.3906905,113.1804127,112.5166913,103.7006635,108.9095745,96.9792281,18.9719832354086,23.9361702197802,0.770477114910774,0.0970656312999328,0.081684462032405,6137,16.8649177122372,12.7586768779534,49.3217054263566,3.50334039432948,4.07365162131335,99.4225216554379,4.61982675649663,7106,15.9583450605122,22.7976358007318,802,41,155,47.5543381642512,2.43108212560387,9.19067632850242,52.4456618357488,6835,5955,797,14457,45.746214852199,4727,1208,4521,34.9879980796928,10456,7706,6052,3769,19060,60.1,4.73083929356747,2.94296332436581,0.317523609653725,0.411911184893131,0.452084927314461,-0.906572651725003,-5.37549407114623,1,5397,2040,0.41586923750987,2335,0.43264776,402,0.074485824,485,0.089864738,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,12,10.127431,10.306282,5.7930136,11.657025,8.7220917,8.8686943,8.2368908,1,0,0.116469261139312,0.429780033840948,0.453750705019741,107.05731402
"Croydon","23","00AHHD","E05000168","West Thornton",6.77611940298507,0.764652067013551,5787,14.30793157,84.56886124,1.088646967,23510,28040,7.926829268,6.793349169,114000,209,8375,98.81186937,121.6143818,107.9350018,128.3092128,115.3061819,118.748172,19.5235536459154,23.8885975639212,0.364165353376167,0.255606740210935,0.327069947872469,6283,5.2363520611173,17.427980264205,64.6525679758308,1.7189240808531,6.31863759350629,99.1150442477876,5.30973451327434,6108,5.14079895219384,27.030124426981,212,29,76,40.4862006079027,5.53820668693009,14.5139209726444,59.5137993920973,2950,4568,590,8647,31.3809082483781,4744,915,1965,26.8426103646833,7624,4515,11088,958,17998,57.6,4.59321773286204,2.97162161594813,0.616068452050228,0.5282757025558,0.622245540398741,-0.0955531089234567,-1.82480298895465,1,3904,1660,0.524825507836041,1115,0.28560451,590,0.15112706,539,0.13806352,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10.065181,10.241387,5.3423343,11.643953,8.7456026,8.7173548,9.0330067,1,0,0.115583456425406,0.259970457902511,0.624446085672083,118.38259006
"Croydon","24","00AHHE","E05000169","Woodside",7.05329153605016,0.551334886221107,6666,15.55655566,83.58835884,0.855085509,24820,29660,6.110910622,5.982367758,115000,469,7250,88.85126662,103.0431794,89.16127427,82.78329529,79.68978994,78.36529624,18.5603210441214,21.5559355163372,0.641361756283805,0.222208081450843,0.0727330575882914,6832,5.06440281030445,14.5345433255269,66.7621776504298,1.20023419203747,4.75702576112412,100,1.76470588235294,6933,5.5675753642002,24.0876965238713,242,29,72,47.7845086705202,5.72624277456647,14.2168786127168,52.2154913294798,3224,4103,597,9384,33.789024626721,5221,NA,2770,30.7714231426943,9099,5578,10105,2030,18982,62.28,4.48696381021092,2.9210260248443,0.532346433463281,0.437233589087809,0.57379931860644,0.503172553895753,9.93547655553694,1,4319,1463,0.441769343691756,1178,0.27274832,597,0.13822643,581,0.13452189,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,10.119405,10.297555,6.1506028,11.652687,8.8293724,8.8440475,8.8887568,1,0,NA,0.281063321385902,0.544802867383513,86.608567028
"Ealing","1","00AJGC","E05000170","Acton Central",8.84057971014493,0.400272249951384,5748,8.141962422,69.8677801,21.99025748,27780,34850,6.431005111,6.184935701,188250,288,7666.666667,115.8505622,102.761398,109.0806063,110.6465998,104.4776119,99.43356309,18.933623502943,21.4295494919397,0.672816545156971,0.10511828596935,0.114863859544711,5591,7.92344839921302,19.5313897335003,76.0722347629797,2.64711142908245,8.62099803255231,98.0088495575221,12.3893805309735,6266,6.79859559527609,33.833386530482,284,26,97,35.8429796839729,3.28139954853273,12.242144469526,64.1570203160271,3603,2892,1662,9028,34.7073196642941,3901,1232,2516,26.0949696444059,8105,5114,6357,3908,16159,58.7111691967427,4.75230110369354,2.94093936280122,0.393403057119871,0.320336730172796,0.481307834669957,-1.12485280393693,-14.1965057038631,1,3741,1016,0.358542886856781,1284,0.34322375,570,0.15236568,423,0.11307137,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,12,10.232072,10.458808,5.6629605,12.145526,8.6289139,8.7428932,8.9446373,1,0,0.138783269961977,0.271229404309252,0.445500633713561,105.279955818
"Ealing","2","00AJGD","E05000171","Cleveland",7.3448275862069,0.36893804093969,5708,11.35248774,58.72459706,29.92291521,29330,37030,5.764588954,5.289359054,220000,261,6590.909091,69.86839385,73.38119564,74.02061856,76.05576056,74.12435515,74.49209932,14.814304415927,15.4086342665293,0.713943155370618,0.0936596374920657,0.104661823823965,5729,16.9663117472508,14.9764356781288,88.3625128733265,7.0518415081166,5.86489788793856,99.6913580246914,7.51028806584362,5714,15.3482674133707,21.7185859292965,542,128,230,31.945658436214,7.5443621399177,13.5562757201646,68.054341563786,5523,2502,4762,13233,46.624962163253,3135,2903,4319,39.6908293294339,10812,8190,5293,5487,19572,63.9383593245363,4.24661338460871,2.69559322858525,0.270437359493154,0.18907277261392,0.289955604883463,-1.61804433388016,-9.53680657283892,1,4931,896,0.22285084673185,1854,0.37598863,1735,0.35185561,446,0.090448186,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,10.286366,10.519484,5.5645204,12.301383,8.6532965,8.6506748,8.7934465,1,0,0.262771938401369,0.362014177462723,0.263994133463701,74.414805846
"Ealing","3","00AJGE","E05000172","Dormers Wells",10.0373134328358,0.82077641984184,4177,32.87048121,66.86617189,0.2633469,20380,25320,8.487924396,6.191646192,124500,125,5826.086957,91.37661176,99.9702248,97.96099291,84.57201435,91.27818459,81.7857403,24.7447268387602,28.2752120652105,0.258548152681098,0.128432647441291,0.553813202784365,4261,25.0176015019948,10.1854024876789,75.3051643192488,10.4200891809434,5.18657592114527,98.6072423398329,7.24233983286908,4300,22.6976744186047,19.2325581395349,446,324,232,17.8274484052533,12.9508818011257,9.27347091932458,82.1725515947467,1655,5021,1161,7837,33.1281600351726,4265,519,991,26.7790048958215,6375,4716,9698,2129,16833,62.5153123723969,4.51498955687471,3.20861240929504,0.576130220400404,0.640678831185403,0.669019607843137,-2.31992708339018,-9.27317945809153,1,2707,1703,0.629548570125998,580,0.21425933,424,0.15663096,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9.9223089,10.13935,4.8283138,11.732061,8.3572588,8.3663702,8.6701012,1,0,0.0810583788324234,0.144477110457791,0.629987400251995,91.11343139
"Ealing","4","00AJGF","E05000173","Ealing Broadway",5.21072796934866,0.305082329460403,5557,4.570811589,60.392298,35.03689041,34920,45400,4.376570144,2.905405405,211000,298,6868.421053,206.8380026,185.6770034,166.1356395,194.2052856,174.9335695,188.5427432,36.5825422508955,39.1201653312236,0.795472534430901,0.0357764761753997,0.0882539179990502,5682,2.72791270679338,30.5878211897219,62.8205128205128,0.809574093629004,11.3516367476241,95.5414012738854,3.82165605095541,6184,2.3771021992238,42.3997412677878,109,19,21,39.9572903225806,6.96503225806452,7.6981935483871,60.0427096774194,5805,1597,1807,9768,35.7250755287009,2185,1434,4282,31.4459268901182,8293,8732,4211,4390,18112,62.8157063930545,5.33193589074189,3.59957113893206,0.232497791519435,0.163493038493039,0.263475220065115,-0.350810507569579,-12.8600342194216,1,3917,566,0.192351926721259,2119,0.54097521,673,0.17181517,559,0.14271125,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,10.460815,10.723268,5.6970935,12.259613,8.6450586,8.7297201,8.8346891,1,0,0.167308927424534,0.46660244059088,0.240205523442518,181.89884824
"Ealing","5","00AJGG","E05000174","Ealing Common",6.21212121212121,0.314644411156288,5566,1.49119655,70.42759612,28.08120733,32860,42230,4.824851289,4.882688649,217750,280,6285.714286,110.1036269,117.3926241,104.5280469,105.0834879,102.0587589,97.87952161,15.010667473564,17.8767675316583,0.782411746329272,0.0474070602936582,0.0848953452046236,5625,9.99111111111111,27.2533333333333,47.6868327402135,2.00888888888889,9.99111111111111,99.468085106383,2.30496453900709,5857,8.45142564452792,36.417961413693,443,34,59,44.3394128113879,3.40302491103203,5.90524911032028,55.6605871886121,4894,1186,4385,10977,39.9441051650968,1761,3724,3823,34.9974052932019,9688,6820,3279,6255,17407,63.5114658046267,4.70142198505709,2.70876111324855,0.188372493824324,0.108044092192767,0.181771263418662,-1.5396854665832,-15.4105529351076,1,4292,433,0.14046437697397,1736,0.40447345,1611,0.37534949,512,0.11929171,0,0,0,0,0,0,1,3,0,0,1,0.33333334,2,0.66666669,0,0,0,0,0,0,0,0,10,10.400011,10.650887,5.6347895,12.291103,8.6349764,8.6753931,8.7460346,1,0,0.35385032537961,0.363069414316703,0.180043383947939,105.388487882
"Ealing","6","00AJGH","E05000175","East Acton",8.10810810810811,0.500748422965893,5838,10.29462145,76.70435081,12.9838986,24650,30640,6.385068762,4.570895522,165000,285,3441.860465,186.6216216,172.2747405,185.2137576,181.3300031,163.0711429,162.957217,24.1216216188269,25.2090655690821,0.61171096345515,0.13406699889258,0.139050387596899,5665,13.8570167696381,17.1932921447485,69.4480102695764,4.51897616946161,7.43159752868491,99.6188055908513,6.48030495552732,7065,10.0212314225053,34.0976645435244,495,63,177,35.721974522293,4.54643312101911,12.7733121019108,64.278025477707,3677,3448,1426,8551,32.6250785011513,3744,1012,2901,29.794920837318,7657,5204,7294,3699,16779,54.8345588235294,5.22908315308331,3.18310860089371,0.43471005423446,0.403227692667524,0.488964346349745,-3.83578534713282,-27.6811770592451,1,3032,1210,0.442736172784197,1297,0.42777044,525,0.17315303,0,0,0,0,0,0,0,0,1,3,1,0.33333334,0,0,2,0.66666669,0,0,0,0,0,0,0,0,9,10.112533,10.330062,5.6524892,12.0137,8.6420622,8.8629084,8.1437674,1,0,0.134178158777488,0.379426015654119,0.486395825568394,172.96937222
"Ealing","7","00AJGJ","E05000176","Elthorne",8.22834645669291,0.348992365362129,5605,10.06244425,82.69402319,7.24353256,27780,34850,5.395945749,4.872727273,175000,361,6350,118.6427272,137.2947615,110.5222734,117.079786,122.7021041,117.5779817,23.9658308944,26.947212994284,0.742375081116158,0.0897144711226476,0.10374756651525,5548,12.1665465032444,14.5277577505407,71.513353115727,4.07354001441961,4.36193222782985,100,3.27380952380952,6044,10.5890138980807,27.7630708140304,463,61,112,38.0551703703704,5.01374814814815,9.20557037037037,61.9448296296296,2982,2763,2380,8797,34.5951629863302,3670,1325,1712,29.3020777836974,7832,5417,5883,5196,17264,61.4048934490923,4.77611668475361,3.17662910317267,0.340766913809082,0.314084346936456,0.468590398365679,-1.57753260516367,-12.9661494717749,1,3647,988,0.368305775559567,1068,0.29284343,919,0.25198793,672,0.18426104,0,0,0,0,0,0,1,3,1,0.33333334,0,0,2,0.66666669,0,0,0,0,0,0,0,0,10,10.232072,10.458808,5.8888779,12.072541,8.6211929,8.7068214,8.7562103,1,0,0.174368231046931,0.210830324909747,0.465703971119134,121.03538134
"Ealing","8","00AJGK","E05000177","Greenford Broadway",8.71323529411765,0.572936170212766,5498,17.33357585,82.06620589,0.600218261,22140,27450,6.114429425,6.016466118,119000,278,5440,128.4740045,128.1757676,125.095453,121.8806753,102.2534844,119.7850013,24.1255407993721,26.9636576698089,0.605926148755358,0.114537113634654,0.207114386703768,5364,18.7919463087248,9.20954511558538,61.3704071499503,5.42505592841163,3.07606263982103,99.1106719367589,12.7470355731225,6342,14.9952696310312,24.4560075685903,743,93,129,39.5382142857143,4.94892857142857,6.86464285714286,60.4617857142857,4144,4227,1283,9654,35.8362809499747,3689,1089,2348,27.4244332493703,7126,5607,9233,4485,19929,59.9512874043145,4.85572658425905,3.18327106352809,0.463294696171409,0.437849596022374,0.517681728880157,-3.79667667769361,-20.2037437491553,1,3348,1468,0.474849896545529,1414,0.4223417,466,0.13918757,0,0,0,0,0,0,0,0,1,3,2,0.66666669,0,0,1,0.33333334,0,0,0,0,0,0,0,0,9,10.005141,10.220121,5.6276212,11.686879,8.5874653,8.7549496,8.6015339,1,0,0.151082074316047,0.337688852592895,0.511229073091058,119.43807632
