"borough","time","ward01","ward11","ward","p.inc.supp01","nonwhite11","all.dwell01","low.dwell01","med.dwell01","hig.dwell01","med.income01","avg.income01","unemp01","youth.unemp01","price01","sales01","dens01","crime01","crime02","crime03","crime04","crime05","crime06","viol01","viol05","white01","black01","asian01","hholds01","council01","private01","block01","over.council01","over.private01","ownbath01","noheat01","hholds11","council11","private11","white.council01","asian.council01","black.council01","p.white.council01","p.asian.council01","p.black.council01","p.nonwhite.council01","votes.con06","votes.lab06","votes.ld06","total06","turnout06","votes.lab02","votes.ld02","votes.con02","turnout02","total02","votes.con10","votes.lab10","votes.ld10","total10","turnout10","lcrime01","lviol01","perc.lab10","perc.lab06","perc.lab02","dcouncil","rcouncil","cand_vote_order06","allvote06","lab06","pc_lab06","con06","pc_con06","ld06","pc_ld06","gr06","pc_gr06","res06","pc_res06","bnp06","pc_bnp06","ukip06","pc_ukip06","elected06","seats06","labseats06","pc_labseats06","ldseats06","pc_ldseats06","conseats06","pc_conseats06","grseats06","pc_grseats06","resseats06","pc_resseats06","bnpseats06","pc_bnpseats06","ukipseats06","pc_ukipseats06","num_cand06","log_medincome01","log_avgincome01","log_sales01","log_price01","log_hholds01","log_hholds11","log_dens01","lab.borough02","lab.borough06","pc_ld02","pc_con02","pc_lab02","avg.crime"
"Haringey","10","00APGK","E05000275","Noel Park",14.6186440677966,0.451538847837004,4834,17.25279272,80.38891187,2.358295408,21020,26750,9.421393224,6.178375685,141500,142,9833.333333,337.9900093,354.4685485,318.7021329,374.8785228,314.7943038,263.3719112,44.8734230784068,53.4018987346067,0.611837517433752,0.205979776847978,0.103382147838215,4738,33.6639932460954,16.8214436471085,30.2005012531328,8.59012241452089,8.25242718446602,99.0613266583229,19.8998748435544,5538,28.0606717226436,29.2524377031419,984,86,453,29.2300438871473,2.55465830721003,13.4565141065831,70.7699561128527,718,3155,3065,7378,32.579185520362,2891,857,832,23.0942546000751,5016,1944,6039,4766,13942,55.5,5.82301633676214,3.80384570587695,0.433151628173863,0.427622661968013,0.576355661881978,-5.60332152345184,-16.6448510207616,1,2744,1124,0.442352831881955,249,0.090743437,1114,0.40597668,257,0.093658894,0,0,0,0,0,0,0,3,1,0.33333334,2,0.66666669,0,0,0,0,0,0,0,0,0,0,11,9.9532299,10.19429,4.9558272,11.860055,8.4633703,8.6193886,9.1935329,1,1,0.165457184325109,0.148524431543299,0.475084663763909,325.24308384
"Haringey","11","00APGL","E05000276","Northumberland Park",16.5250965250965,0.608981911428373,5308,44.00904295,55.12434062,0.84777694,17010,22120,15.28428775,8.793103448,100500,155,6815.789474,176.787501,192.8762926,187.5426233,178.7374419,181.0611643,156.3095413,29.2465173617762,43.9941046345543,0.474773917182294,0.378708551483421,0.0629065524353482,5122,37.8563061304178,12.9832096837173,74.7678018575851,12.3584537290121,7.55564232721593,99.7410668047644,3.0036250647333,5624,34.2105263157895,25.5156472261735,1079,69,691,28.5025167612171,1.82268179473956,18.2532336255802,71.4974832387829,824,4271,744,6170,29.5270612038442,2930,452,502,19.4945848375451,4068,1522,8279,1571,12021,56.1924734941163,5.17494845200313,3.37576050203446,0.688711421678729,0.692220421393841,0.720255653883973,-3.64577981462833,-9.63057463152466,1,2341,1445,0.632481417970265,311,0.13284922,254,0.10850064,208,0.088850915,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9.7415571,10.004237,5.0434251,11.517913,8.5412998,8.634798,8.8269968,1,1,0.103425985778927,0.129928894634777,0.64770523594053,179.30541268
"Haringey","12","00APGM","E05000277","St. Ann's",12.3846153846154,0.456688072141003,5000,25.94,73.44,0.62,21780,27690,10.45695704,5.712914066,129950,242,11818.18182,116.9802591,105.8922688,114.6511276,111.1609479,127.7875587,107.1376548,17.5817396669743,27.6555164350746,0.596365944616361,0.226215980322146,0.101007696580179,4865,19.8150051387461,20.945529290853,58.9397089397089,6.39260020554985,8.61253854059609,99.6904024767802,3.71517027863777,5442,16.3542815141492,35.6119073869901,503,60,340,25.3848029045643,3.02800829875519,17.1587136929461,74.6151970954357,949,3443,1023,6962,31.3206171789576,2941,778,613,23.3977619532045,5024,1755,7025,3418,13630,52.1,4.76200519492096,2.86686084452687,0.51540719002201,0.494541798333812,0.585390127388535,-3.46072362459693,-17.4651664249627,1,3001,1195,0.42885462211101,337,0.1122959,390,0.12995668,500,0.16661114,579,0.19293569,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9.9887476,10.228827,5.4889379,11.774905,8.4898224,8.601902,9.3773947,1,1,0.124203821656051,0.101455868971793,0.45950864422202,113.32591156
"Haringey","13","00APGN","E05000278","Seven Sisters",11.8819188191882,0.411635771543086,5178,30.3205871,67.16879104,2.452684434,21570,27430,11.8355776,6.309650053,130000,215,10423.07692,141.3516103,145.2636185,155.2144599,115.2815013,116.5195808,104.2944785,21.5196403584984,26.8891340307692,0.574474542833295,0.266560437058957,0.0753471431823355,5086,26.3271726307511,17.7939441604404,67.0631970260223,8.84781753834054,8.39559575304758,99.5519044062733,5.37714712471994,5555,22.4842484248425,33.0873087308731,650,64,536,24.6893203883495,2.43094846900672,20.3591934279313,75.3106796116505,2057,3535,910,7149,30.869259606373,3121,477,785,21.6989273825669,4783,3136,8159,2142,14662,56.6365909337972,4.95125047636335,3.06896602318825,0.556472513981721,0.494474751713526,0.652519339326782,-3.8429242059086,-14.5967979919725,1,2620,1216,0.50747175261807,728,0.27786261,334,0.12748091,342,0.13053435,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9.9790583,10.219393,5.3706379,11.77529,8.5342474,8.6224537,9.2517776,1,1,0.10523613963039,0.138603696098563,0.55082135523614,127.3147278
"Haringey","14","00APGP","E05000279","Stroud Green",9.48598130841122,0.258632420479673,5043,17.01368233,65.29843347,17.6283958,30920,40080,7.571178623,5.422222222,172000,283,9727.272727,122.5430264,132.5966851,130.2010935,91.08420473,86.76828718,85.78607322,11.2856202363776,12.4470100112682,0.755133669120496,0.13783417280124,0.0388415342890353,4895,13.953013278856,23.0643513789581,60.0292825768668,4.14708886618999,8.45760980592441,98.6842105263158,7.30994152046784,5207,12.2143268676781,31.8993662377569,394,17,223,28.2376281112738,1.21837481698389,15.9822108345534,71.7623718887262,588,2699,4707,9539,39.8087268380155,2962,1191,560,30.2057511155181,6976,1310,4675,7867,17466,68.9,4.80846220423425,2.42352936989145,0.267662887896485,0.282943704790859,0.424598623853211,-1.73868641117785,-12.4610102235953,1,3555,941,0.333291859044251,207,0.058227848,1739,0.48917019,668,0.18790436,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,12,10.339158,10.598633,5.6454468,12.05525,8.4959698,8.5577593,9.1826887,1,1,0.158142908959013,0.068190061661226,0.401886108088502,105.287268746
"Haringey","15","00APGQ","E05000280","Tottenham Green",15.5691056910569,0.527914951989026,5434,36.69488406,62.14574899,1.140964299,19570,25030,13.03854875,7.106310404,122500,196,8785.714286,227.0551002,235.7945425,221.7576523,206.3910649,203.0149231,178.3816154,37.3285725847034,45.0723430016791,0.496239344810296,0.328931973926124,0.0779709175998663,5210,25.278310940499,17.236084452975,58.030303030303,9.0978886756238,8.69481765834933,99.3930197268589,4.47647951441578,5925,21.2151898734177,30.0253164556962,642,75,522,25.3972665148064,2.96697038724374,20.6501138952164,74.6027334851936,870,3410,1035,5864,26.8537811006251,2797,532,592,22.5022618586015,4725,1359,7518,2274,12785,49.2,5.42519272018531,3.61975905444302,0.588032850997262,0.581514324693042,0.591957671957672,-4.06312106708132,-16.0735465144219,1,2405,1180,0.486172882927794,321,0.13347194,436,0.18128899,383,0.15925156,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9.881753,10.127831,5.2781148,11.715866,8.5583353,8.6869364,9.0808821,1,1,0.095944609297725,0.107814045499505,0.481701285855589,209.06795964
"Haringey","16","00APGR","E05000281","Tottenham Hale",14.618320610687,0.574283058948486,5320,28.94736842,70.93984962,0.112781955,18860,24200,13.99207995,7.679372197,107750,228,6894.736842,174.620142,147.3684211,146.3979097,173.6346239,161.776368,151.9611345,31.7629991569742,38.4254920427807,0.487586423632935,0.347737272155877,0.0628535512256442,5134,28.6910790806389,13.8098948188547,65.2203389830509,8.62874951305025,6.99259836384885,99.3881713120326,4.07885791978246,5384,26.2072808320951,26.3001485884101,797,48,549,27.7786693822132,1.67299389002037,19.1348676171079,72.2213306177868,1134,4061,1059,6600,28.8729916735077,2803,664,762,21.5948553054662,4544,1856,8119,1901,12957,52.0442737745652,5.1626129975767,3.45830206381518,0.626611098248051,0.61530303030303,0.616857394366197,-2.48379824854378,-8.65704019553548,1,2636,1439,0.543992429529347,424,0.16084976,427,0.16198786,346,0.13125949,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9.8447981,10.094108,5.4293456,11.587569,8.5436401,8.5911865,8.8385134,1,1,0.134551495016611,0.148947951273533,0.542081949058693,156.22769144
"Haringey","17","00APGS","E05000282","West Green",12.5409836065574,0.477714627580018,4842,35.74969021,62.41222635,1.817430814,21780,27680,10.77877075,7.018596281,134475,168,8714.285714,114.720563,113.6122665,116.9103983,107.9177007,123.0102443,113.7968922,20.2111120263909,29.6296296327995,0.572282059912487,0.252524402558061,0.0874284752608549,4756,26.1984861227923,16.5264928511354,74.6569814366425,10.6812447434819,7.00168208578637,99.5184590690209,3.37078651685393,5202,24.6828143021915,27.7008842752787,549,47,588,20.9554093097913,1.79399678972713,22.4440449438202,79.0445906902087,1038,3400,1083,7151,33.6881188118812,3212,763,903,25.2961305606739,5395,2344,6997,2618,13212,53.5150309977775,4.74249928444038,3.00623255347383,0.529594308204662,0.475457977905188,0.595366079703429,-1.5156718206008,-5.78534123497384,1,3091,1192,0.448156754363974,378,0.12229052,426,0.13781947,469,0.15173084,626,0.20252346,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9.9887476,10.228465,5.1239638,11.809134,8.4671621,8.556798,9.0727186,1,1,0.145311049210771,0.157845868152275,0.510677808727948,115.0495004
"Haringey","18","00APGT","E05000283","White Hart Lane",15.4471544715447,0.524830615739707,4784,10.49331104,88.81688963,0.689799331,17280,22430,12.97626823,7.576633892,119500,188,7235.294118,123.2787948,126.8982229,137.9503603,124.7817114,119.2244547,99.17419757,20.8974566743758,32.444687672459,0.596662494785148,0.259991656236963,0.0569879015435962,4634,43.6987483815278,6.66810530858869,22.9403058707449,10.617177384549,3.7980146741476,99.5548961424332,14.1938674579624,4820,37.3858921161826,18.4232365145228,1391,45,487,31.831575308642,1.02977777777778,11.1444839506173,68.168424691358,1997,3909,845,7223,34.0634152553164,2393,403,1687,22.5062590591646,4661,2989,7092,1948,12837,53.6948120388804,4.81444841484467,3.03962746134466,0.552465529329283,0.541187872075315,0.513409139669599,-6.31285626534526,-14.4463091030173,1,2679,1370,0.5011726459887,737,0.27510265,330,0.12318029,242,0.09033221,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9.7573051,10.018155,5.2364421,11.691072,8.4411755,8.4805288,8.8867264,1,1,0.0790960451977401,0.329378531073446,0.490960451977401,121.605789374
"Haringey","19","00APGU","E05000284","Woodside",11.7299578059072,0.431721096871986,4968,13.647343,83.87681159,2.475845411,23020,29240,8.795026513,7.086614173,136000,269,7900,172.0175735,192.7911429,163.7727236,158.3486385,153.1587536,122.1210498,26.1067928347249,36.6772865039066,0.630032171115555,0.190244326580297,0.0959916528997478,4810,18.1912681912682,21.1226611226611,60.3881278538813,5.42619542619543,9.29313929313929,98.8584474885845,7.76255707762557,5555,15.4815481548155,36.3816381638164,529,49,256,29.0798857142857,2.6936,14.0726857142857,70.9201142857143,785,4025,3437,8764,38.0911646095564,3561,1615,1072,27.3044344793224,6387,1680,6548,4853,13979,56.3,5.14759664310593,3.26219554233326,0.468416911080907,0.45926517571885,0.55753875058713,-2.70972003645271,-14.8957181432429,1,3168,1354,0.451859427888199,293,0.092487372,1224,0.38636363,297,0.09375,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,11,10.044119,10.283293,5.5947113,11.82041,8.4784527,8.6224537,8.974618,1,1,0.31638198757764,0.15333850931677,0.476319875776398,158.03846168
"Harrow","1","00AQFY","E05000285","Belmont",3.60824742268041,0.586705457110112,3696,1.19047619,81.22294372,17.58658009,30700,38680,3.578774167,3.301384452,190000,208,5388.888889,45.54373645,53.00101729,54.72338726,42.92512382,43.68561618,45.22280967,6.29970050668934,6.67684090087336,0.625815274563434,0.0340837365874185,0.298653482011361,3370,3.14540059347181,4.15430267062314,49.0566037735849,0.890207715133531,0.801186943620178,100,2.9126213592233,3662,3.03113052976516,13.2441288913162,79,8,12,25.1160377358491,2.54339622641509,3.81509433962264,74.8839622641509,4885,2237,2807,9929,45.8970792767733,2226,NA,4231,31.000261164795,6457,7934,4662,3803,16399,69.6119111545033,3.81867310492029,1.84050209364675,0.284285627172389,0.225299627354215,0.344742140312839,-0.114270063706654,-3.63292561029647,1,3569,815,0.283188534292196,1775,0.49733818,979,0.27430654,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.332018,10.563078,5.3375382,12.154779,8.1226683,8.2057648,8.5920944,0,0,NA,0.661978221415608,0.338021778584392,47.911590844
"Harrow","2","00AQFZ","E05000286","Canons",5.07317073170732,0.483842514633951,4476,6.546023235,56.61304736,36.8409294,29790,37370,3.96774878,4.541062802,181000,197,1830.357143,53.13351499,71.1556829,67.99925276,56.57132513,64.75329967,60.98200245,8.36901518157509,11.9585437147059,0.715389951441879,0.0345852740065405,0.196412644931127,4234,4.98346717052433,9.77798771846953,53.7383177570093,0.755786490316486,2.43268776570619,98.5915492957747,1.40845070422535,4821,3.98257622899813,20.3899605890894,170,18,7,34.1127962085308,3.61194312796209,1.40464454976303,65.8872037914692,6472,1612,1216,9300,38.0009265693769,1892,NA,5402,31.4976902504255,7294,10010,3945,2916,16871,65.38,3.97280789656547,2.12453621707408,0.23383320490783,0.173333333333333,0.259391280504524,-1.00089094152619,-20.084228656028,1,3266,602,0.223994462427653,2214,0.67789346,450,0.13778321,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.301929,10.528624,5.2832036,12.106253,8.3509026,8.4807367,7.5122666,0,0,NA,0.736334405144695,0.263665594855305,64.292312582
"Harrow","3","00AQGA","E05000287","Edgware",7.2636815920398,0.652621642495495,3621,1.491300746,97.32118199,1.18751726,25110,30920,5.163043478,4.620203602,163000,164,7178.571429,75.88617074,86.61417323,81.69776661,82.61196839,72.49861291,83.71496611,14.6779830247105,14.5182171261097,0.401545972335232,0.0819772172497966,0.451078112286412,3479,8.13452141419948,9.14055763150331,54.5138888888889,1.75337740730095,3.39177924691003,98.943661971831,2.11267605633803,3715,8.50605652759085,24.1991924629879,197,43,31,24.2177738515901,5.28611307420495,3.81091872791519,75.7822261484099,2773,3520,1229,7522,37.2336201191264,3292,NA,2351,29.0045063498566,5643,5065,6400,1180,12645,60.1998026640355,4.32923446411141,2.68634861760977,0.506128904705417,0.467960648763627,0.583377636009215,0.371535113391365,4.56738748935887,1,2698,1252,0.528357727219959,989,0.36656782,457,0.16938473,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10.131021,10.339158,5.0998664,12.001506,8.1545,8.2201338,8.8788557,0,0,NA,0.407331975560081,0.592668024439919,81.42749745
"Harrow","4","00AQGB","E05000288","Greenhill",8.7434554973822,0.585104669887279,4107,2.873143414,85.29340151,11.8091064,26510,32800,5.162331115,4.431438127,157800,361,5617.647059,361.39869,333.2648026,313.428372,282.2650187,248.6511628,238.3032951,45.7426579275066,42.697674420202,0.584834834834835,0.077005577005577,0.260832260832261,4092,6.81818181818182,23.1671554252199,56.7857142857143,2.44379276637341,7.79569892473118,97.8723404255319,2.12765957446809,4974,4.56373140329714,42.4607961399276,182,40,37,26.6933333333333,5.86666666666667,5.42666666666667,73.3066666666667,2865,2341,2275,7916,36.8579270683571,2666,NA,2403,27.6043834096269,5419,4622,5471,2531,13447,57.71,5.88998175335909,3.82303129638397,0.406856547928906,0.295730166750884,0.49197268868795,-2.25445041488467,-33.0652727516419,1,3027,802,0.349077448435115,1015,0.3353155,775,0.25602907,435,0.14370663,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,10.185277,10.398184,5.8888779,11.969084,8.3167887,8.5119801,8.6336679,0,0,NA,0.399809160305344,0.433206106870229,283.18253024
"Harrow","5","00AQGC","E05000289","Harrow on the Hill",5.8256880733945,0.526242868785656,4409,8.528010887,69.08596054,22.3633477,28820,35980,4.874499818,3.168754606,170000,235,3027.777778,78.33379412,80.72157434,88.57578749,84.6106683,70.02244863,70.49138153,13.5471385125176,15.5413572791615,0.603273137697517,0.0674379232505643,0.259781790820166,4539,11.8968935888962,16.5675258867592,82.5688073394495,2.66578541528971,5.59594624366601,100,2.40740740740741,4599,10.7632093933464,28.8106110023918,356,82,66,29.9237777777778,6.89255555555556,5.54766666666667,70.0762222222222,4467,2168,1295,7930,37.4102597572118,3149,NA,3987,34.5957561106634,7136,5083,5306,1872,14423,60.63,4.36097910784173,2.6061753451361,0.36788462871802,0.273392181588903,0.441283632286996,-1.13368419554985,-9.52924548814961,1,2822,810,0.363978095182704,1550,0.54925585,462,0.16371368,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.268825,10.490719,5.4595857,12.043553,8.4204617,8.4335938,8.015584,0,0,NA,0.559074299634592,0.440925700365408,78.884372058
"Harrow","6","00AQGD","E05000290","Harrow Weald",6.14285714285714,0.483122362869198,4170,5.779376499,75.75539568,18.46522782,26560,32860,4.424778761,5.360623782,160500,232,2282.608696,68.03496769,82.74365506,74.7759522,73.12162533,70.58716926,69.70436669,9.8821740778771,12.6857557078306,0.728081198646689,0.0596423392943451,0.166843885935234,4028,9.50844091360477,5.80933465739821,29.3506493506493,1.76266137040715,1.86196623634558,99.2125984251969,2.36220472440945,4160,8.91826923076923,13.7019230769231,304,34,33,31.971592689295,3.57577023498694,3.47060052219321,68.028407310705,4489,1779,3411,9679,41.5422276621787,1807,3168,2716,34.2998855398703,7691,6057,3361,5298,14716,65.47,4.22002180374009,2.29073253592081,0.228390867083447,0.183799979336708,0.234949941490053,-0.590171682835535,-6.20681863828078,1,3311,643,0.212571005105987,1513,0.45696163,1155,0.3488372,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.187161,10.400011,5.4467373,11.98605,8.3010254,8.3332701,7.7330742,0,0,0.42357753811826,0.345481591669766,0.230940870211975,74.186553708
"Harrow","7","00AQGE","E05000291","Hatch End",4.07766990291262,0.433461142803703,3978,2.362996481,45.75163399,51.83509301,31330,39610,3.517071164,4.303278689,182000,205,3121.212121,48.11430793,64.3223869,56.28247066,46.86612384,46.76766726,43.35941182,6.51244167941414,7.33979486173038,0.74024559318677,0.0311942959001783,0.189443454149336,3913,7.30897009966777,7.94786608740097,27.891156462585,1.38001533350371,1.558906210069,100,3.14685314685315,3992,6.61322645290581,14.5791583166333,225,28,23,30.7840909090909,3.83090909090909,3.14681818181818,69.2159090909091,6587,1829,1291,9707,42.7710086672529,1926,NA,4824,30.8003540270578,6750,10017,4862,NA,15339,70,3.87357959504078,1.87371445186306,0.316969815502966,0.188420727310189,0.285333333333333,-0.695743646761963,-9.51903807615231,1,3374,651,0.240353238333333,2268,0.67219919,455,0.13485478,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.352331,10.586837,5.32301,12.111762,8.2720594,8.2920475,8.0459766,0,0,NA,0.712239583333333,0.287760416666667,51.519612096
